Construction,PeakHour,RouteLength,TravelTime,WaitingTime,TimeLoss,AverageSpeed,CongestionLevel
0,0,1406.42,234.0,72.0,177.57,6.010341880341881,0.3076923076923077
0,0,302.59,34.0,0.0,13.43,8.89970588235294,0.0
0,0,100.72,16.0,0.0,5.52,6.295,0.0
0,0,315.98,195.0,138.0,182.71,1.6204102564102565,0.7076923076923077
0,0,1143.63,166.0,27.0,92.78,6.889337349397591,0.16265060240963855
0,0,454.81,35.0,0.0,12.13,12.994571428571428,0.0
0,0,1193.81,198.0,39.0,108.07,6.029343434343434,0.19696969696969696
0,0,250.62,27.0,0.0,8.49,9.282222222222222,0.0
0,0,796.06,596.0,352.0,451.65,1.3356711409395972,0.5906040268456376
0,0,988.69,205.0,65.0,159.59,4.822878048780488,0.3170731707317073
0,0,629.52,54.0,11.0,28.27,11.657777777777778,0.2037037037037037
0,0,653.18,254.0,183.0,227.82,2.571574803149606,0.7204724409448819
0,0,1349.92,78.0,11.0,28.8,17.30666666666667,0.14102564102564102
0,0,1056.74,500.0,379.0,443.26,2.11348,0.758
0,0,896.85,232.0,85.0,187.22,3.8657327586206898,0.36637931034482757
0,0,990.14,164.0,20.0,108.06,6.037439024390244,0.12195121951219512
0,0,1349.73,147.0,66.0,102.28,9.181836734693878,0.4489795918367347
0,0,1463.21,112.0,12.0,53.33,13.064375,0.10714285714285714
0,0,387.11,42.0,0.0,13.45,9.216904761904763,0.0
0,0,633.84,49.0,0.0,3.14,12.935510204081634,0.0
0,0,244.38,19.0,0.0,2.15,12.862105263157895,0.0
0,0,1001.76,71.0,0.0,6.93,14.109295774647887,0.0
0,0,704.24,173.0,40.0,138.23,4.070751445086705,0.23121387283236994
0,0,820.07,732.0,655.0,693.92,1.1203142076502732,0.894808743169399
0,0,304.12,47.0,13.0,22.04,6.47063829787234,0.2765957446808511
0,0,1102.17,280.0,102.0,224.67,3.936321428571429,0.36428571428571427
0,0,714.32,57.0,0.0,8.53,12.531929824561404,0.0
0,0,859.63,113.0,43.0,57.35,7.6073451327433625,0.3805309734513274
0,0,1207.75,286.0,98.0,218.76,4.2229020979020975,0.34265734265734266
0,0,63.94,9.0,0.0,3.98,7.104444444444444,0.0
0,0,699.76,340.0,186.0,312.91,2.0581176470588236,0.5470588235294118
0,0,344.55,32.0,0.0,7.77,10.7671875,0.0
0,0,840.02,248.0,65.0,204.44,3.3871774193548387,0.2620967741935484
0,0,217.88,29.0,0.0,8.66,7.513103448275862,0.0
0,0,939.39,266.0,91.0,223.32,3.5315413533834588,0.34210526315789475
0,0,105.3,14.0,0.0,4.17,7.521428571428571,0.0
0,0,156.33,452.0,362.0,371.89,0.3458628318584071,0.8008849557522124
0,0,164.73,349.0,301.0,303.73,0.47200573065902574,0.8624641833810889
0,0,328.51,27.0,0.0,1.27,12.167037037037037,0.0
0,0,680.52,60.0,8.0,15.85,11.342,0.13333333333333333
0,0,918.97,202.0,111.0,143.86,4.549356435643564,0.5495049504950495
0,0,227.25,25.0,0.0,7.7,9.09,0.0
0,0,413.63,92.0,51.0,72.83,4.495978260869565,0.5543478260869565
0,0,1540.75,260.0,103.0,188.09,5.9259615384615385,0.39615384615384613
0,0,653.18,163.0,100.0,131.72,4.0072392638036805,0.6134969325153374
0,0,1033.24,566.0,460.0,511.87,1.8255123674911662,0.8127208480565371
0,0,243.34,23.0,0.0,5.73,10.58,0.0
0,0,57.83,9.0,0.0,3.85,6.4255555555555555,0.0
0,0,543.34,27.0,0.0,4.31,20.123703703703704,0.0
0,0,419.03,41.0,0.0,8.74,10.220243902439023,0.0
0,0,1431.08,298.0,64.0,204.74,4.802281879194631,0.21476510067114093
0,0,868.83,60.0,0.0,14.04,14.480500000000001,0.0
0,0,1235.0,404.0,220.0,348.38,3.0569306930693068,0.5445544554455446
0,0,224.84,678.0,556.0,563.22,0.331622418879056,0.8200589970501475
0,0,238.54,29.0,3.0,10.37,8.22551724137931,0.10344827586206896
0,0,366.55,721.0,577.0,593.9,0.5083911234396672,0.8002773925104022
0,0,661.68,44.0,0.0,11.85,15.038181818181817,0.0
